timestamp,underlying,expiry,option_type,strike,bid,ask,delta,gamma,iv,vanna,charm,open_interest,volume
2022-01-03,SPY,2022-02-07,call,620.0,1.3061147295060052,1.3594255347919646,0.6173862264239799,0.008275095715957059,0.2367651215296527,-0.36307891587369157,0.17763308625615806,19189.0,981.0
2022-01-03,SPY,2022-02-07,call,625.0,1.0121147295060051,1.0534255347919645,0.5749807734749866,0.008499138364854681,0.2367651215296527,-0.1915840705453789,-0.041414343049712914,9606.0,2338.0
2022-01-03,SPY,2022-02-07,call,635.0,1.1438852704939948,1.1905744652080354,0.48905706721367137,0.008649159152699884,0.2367651215296527,0.1696976183484336,-0.49234456277611216,12846.0,228.0
2022-01-03,SPY,2022-02-07,call,640.0,1.4378852704939948,1.4965744652080355,0.44653942578401895,0.00857460955095103,0.2367651215296527,0.3468656490606556,-0.7086314010614229,14026.0,779.0
2022-01-03,SPY,2022-02-07,call,650.0,2.025885270493995,2.1085744652080356,0.3647176090416412,0.008150041190558968,0.2367651215296527,0.6653189804965216,-1.0878973398180327,18789.0,3418.0
2022-01-03,SPY,2022-02-07,put,610.0,1.8941147295060052,1.9714255347919647,-0.3013900809583776,0.007556641536478456,0.2367651215296527,-0.657928021009332,0.5651369871894751,23125.0,3726.0
2022-01-03,SPY,2022-02-07,put,620.0,1.3061147295060052,1.3594255347919646,-0.3826137735760201,0.008275095715957059,0.2367651215296527,-0.36307891587369157,0.17763308625615806,9672.0,4837.0
2022-01-03,SPY,2022-02-07,put,625.0,1.0121147295060051,1.0534255347919645,-0.42501922652501345,0.008499138364854681,0.2367651215296527,-0.1915840705453789,-0.041414343049712914,10742.0,1635.0
2022-01-03,SPY,2022-02-07,put,635.0,1.1438852704939948,1.1905744652080354,-0.5109429327863286,0.008649159152699884,0.2367651215296527,0.1696976183484336,-0.49234456277611216,22713.0,1858.0
2022-01-03,SPY,2022-02-07,put,640.0,1.4378852704939948,1.4965744652080355,-0.553460574215981,0.00857460955095103,0.2367651215296527,0.3468656490606556,-0.7086314010614229,2647.0,2353.0
2022-01-03,SPY,2022-02-07,put,650.0,2.025885270493995,2.1085744652080356,-0.6352823909583588,0.008150041190558968,0.2367651215296527,0.6653189804965216,-1.0878973398180327,20055.0,955.0
2022-01-04,SPY,2022-02-08,call,610.0,1.9021867142492785,1.9798269883002695,0.6995466472948462,0.007539589722383045,0.23691601167753026,-0.6604691250637751,0.5692975845006134,12003.0,658.0
2022-01-04,SPY,2022-02-08,call,620.0,1.3141867142492785,1.3678269883002694,0.6184661704433633,0.008260998957855063,0.23691601167753026,-0.36702074402352564,0.18319029707491277,17412.0,2383.0
2022-01-04,SPY,2022-02-08,call,625.0,1.0201867142492784,1.0618269883002693,0.5761174560874993,0.008487178788668436,0.23691601167753026,-0.1960755015833552,-0.03538461512218947,8790.0,1142.0
2022-01-04,SPY,2022-02-08,call,635.0,1.1358132857507215,1.1821730116997307,0.490269170409634,0.00864244479524042,0.23691601167753026,0.16456518293548467,-0.48597985840914043,14460.0,3352.0
2022-01-04,SPY,2022-02-08,call,640.0,1.4298132857507215,1.4881730116997307,0.44776822433449415,0.008570815944585974,0.23691601167753026,0.34167816780362076,-0.70243309126986,23555.0,2191.0
2022-01-04,SPY,2022-02-08,call,650.0,2.0178132857507216,2.1001730116997304,0.3659366140711814,0.008152166661273424,0.23691601167753026,0.6605637842034362,-1.082674181951092,4688.0,4165.0
2022-01-04,SPY,2022-02-08,put,610.0,1.9021867142492785,1.9798269883002695,-0.30045335270515383,0.007539589722383045,0.23691601167753026,-0.6604691250637751,0.5692975845006134,16040.0,3504.0
2022-01-04,SPY,2022-02-08,put,620.0,1.3141867142492785,1.3678269883002694,-0.3815338295566367,0.008260998957855063,0.23691601167753026,-0.36702074402352564,0.18319029707491277,3152.0,1568.0
2022-01-04,SPY,2022-02-08,put,625.0,1.0201867142492784,1.0618269883002693,-0.4238825439125007,0.008487178788668436,0.23691601167753026,-0.1960755015833552,-0.03538461512218947,19381.0,4162.0
2022-01-04,SPY,2022-02-08,put,635.0,1.1358132857507215,1.1821730116997307,-0.509730829590366,0.00864244479524042,0.23691601167753026,0.16456518293548467,-0.48597985840914043,11332.0,4025.0
2022-01-04,SPY,2022-02-08,put,640.0,1.4298132857507215,1.4881730116997307,-0.5522317756655059,0.008570815944585974,0.23691601167753026,0.34167816780362076,-0.70243309126986,21168.0,1943.0
2022-01-04,SPY,2022-02-08,put,650.0,2.0178132857507216,2.1001730116997304,-0.6340633859288186,0.008152166661273424,0.23691601167753026,0.6605637842034362,-1.082674181951092,22533.0,1448.0
2022-01-05,SPY,2022-02-09,call,610.0,1.9120194614051345,1.9900610720747318,0.7007082016742772,0.007519702799840562,0.2370633909777092,-0.6637307499529036,0.5744219781709884,6597.0,3415.0
2022-01-05,SPY,2022-02-09,call,620.0,1.3240194614051344,1.3780610720747317,0.6197918118558046,0.008244967007557768,0.2370633909777092,-0.371921518195811,0.18998296283205965,16209.0,707.0
2022-01-05,SPY,2022-02-09,call,625.0,1.0300194614051343,1.0720610720747317,0.5775062919729176,0.00847382238589769,0.2370633909777092,-0.2016001125493815,-0.028041686369574728,20952.0,1007.0
2022-01-05,SPY,2022-02-09,call,635.0,1.1259805385948656,1.1719389279252683,0.49173760734185906,0.008635493369250201,0.2370633909777092,0.15835878684738733,-0.4782822137386227,20278.0,46.0
2022-01-05,SPY,2022-02-09,call,640.0,1.4199805385948656,1.4779389279252684,0.44925107755093807,0.008567366289588773,0.2370633909777092,0.3354510222009259,-0.6949598517540854,20083.0,3936.0
2022-01-05,SPY,2022-02-09,call,650.0,2.0079805385948655,2.0899389279252683,0.3673970851456338,0.008155706034035697,0.2370633909777092,0.6549340402393237,-1.076409480395407,19684.0,3327.0
2022-01-05,SPY,2022-02-09,put,610.0,1.9120194614051345,1.9900610720747318,-0.29929179832572284,0.007519702799840562,0.2370633909777092,-0.6637307499529036,0.5744219781709884,12211.0,3528.0
2022-01-05,SPY,2022-02-09,put,620.0,1.3240194614051344,1.3780610720747317,-0.38020818814419544,0.008244967007557768,0.2370633909777092,-0.371921518195811,0.18998296283205965,7506.0,3905.0
2022-01-05,SPY,2022-02-09,put,625.0,1.0300194614051343,1.0720610720747317,-0.4224937080270824,0.00847382238589769,0.2370633909777092,-0.2016001125493815,-0.028041686369574728,14246.0,2299.0
2022-01-05,SPY,2022-02-09,put,635.0,1.1259805385948656,1.1719389279252683,-0.5082623926581409,0.008635493369250201,0.2370633909777092,0.15835878684738733,-0.4782822137386227,13035.0,2848.0
2022-01-05,SPY,2022-02-09,put,640.0,1.4199805385948656,1.4779389279252684,-0.5507489224490619,0.008567366289588773,0.2370633909777092,0.3354510222009259,-0.6949598517540854,1701.0,707.0
2022-01-05,SPY,2022-02-09,put,650.0,2.0079805385948655,2.0899389279252683,-0.6326029148543661,0.008155706034035697,0.2370633909777092,0.6549340402393237,-1.076409480395407,6740.0,581.0
2022-01-06,SPY,2022-02-10,call,610.0,1.911457224384772,1.9894758866045588,0.7005408999498406,0.0075171613862456115,0.23720725033914009,-0.6627257165099038,0.573763652867604,11438.0,3345.0
2022-01-06,SPY,2022-02-10,call,620.0,1.3234572243847722,1.3774758866045589,0.6196595480984065,0.00824096409260978,0.23720725033914009,-0.37110615903158783,0.1893885228698097,16637.0,2360.0
2022-01-06,SPY,2022-02-10,call,625.0,1.0294572243847722,1.0714758866045588,0.5773963328380496,0.008469276816327831,0.23720725033914009,-0.20095182981845766,-0.028539369390944914,21492.0,2830.0
2022-01-06,SPY,2022-02-10,call,635.0,1.1265427756152278,1.1725241133954412,0.4916778585229125,0.008630360475061934,0.23720725033914009,0.15858904348478592,-0.4785135721557859,2716.0,3827.0
2022-01-06,SPY,2022-02-10,call,640.0,1.4205427756152278,1.4785241133954412,0.4492174407352445,0.00856220768408483,0.23720725033914009,0.33546006131187245,-0.6950496274286565,14705.0,3177.0
2022-01-06,SPY,2022-02-10,call,650.0,2.008542775615228,2.0905241133954413,0.36741331463627064,0.008151002657540637,0.23720725033914009,0.6545487192881962,-1.0762662356326413,14482.0,2772.0
2022-01-06,SPY,2022-02-10,put,610.0,1.911457224384772,1.9894758866045588,-0.2994591000501594,0.0075171613862456115,0.23720725033914009,-0.6627257165099038,0.573763652867604,2991.0,2800.0
2022-01-06,SPY,2022-02-10,put,620.0,1.3234572243847722,1.3774758866045589,-0.3803404519015935,0.00824096409260978,0.23720725033914009,-0.37110615903158783,0.1893885228698097,20036.0,1526.0
2022-01-06,SPY,2022-02-10,put,625.0,1.0294572243847722,1.0714758866045588,-0.4226036671619504,0.008469276816327831,0.23720725033914009,-0.20095182981845766,-0.028539369390944914,15388.0,163.0
2022-01-06,SPY,2022-02-10,put,635.0,1.1265427756152278,1.1725241133954412,-0.5083221414770875,0.008630360475061934,0.23720725033914009,0.15858904348478592,-0.4785135721557859,9209.0,2189.0
2022-01-06,SPY,2022-02-10,put,640.0,1.4205427756152278,1.4785241133954412,-0.5507825592647555,0.00856220768408483,0.23720725033914009,0.33546006131187245,-0.6950496274286565,24582.0,1080.0
2022-01-06,SPY,2022-02-10,put,650.0,2.008542775615228,2.0905241133954413,-0.6325866853637294,0.008151002657540637,0.23720725033914009,0.6545487192881962,-1.0762662356326413,7492.0,2048.0
2022-01-07,SPY,2022-02-11,call,610.0,1.9275753933773103,2.006251940045772,0.7025039517540768,0.007487007498348776,0.2373475808878998,-0.668549859421192,0.5823363589677428,24822.0,4268.0
2022-01-07,SPY,2022-02-11,call,620.0,1.3395753933773105,1.3942519400457722,0.621862724283148,0.008217861774758634,0.2373475808878998,-0.3794316445572648,0.20060237649851498,1639.0,1177.0
2022-01-07,SPY,2022-02-11,call,625.0,1.0455753933773104,1.0882519400457722,0.5796865403577149,0.008450773351395394,0.2373475808878998,-0.21017212364088955,-0.016496389605310597,20684.0,300.0
2022-01-07,SPY,2022-02-11,call,635.0,1.1104246066226895,1.1557480599542278,0.49406406805527975,0.008622423370871263,0.2373475808878998,0.14853109909351914,-0.4660451492529464,21507.0,1414.0
2022-01-07,SPY,2022-02-11,call,640.0,1.4044246066226895,1.4617480599542279,0.4516105630727816,0.008559864986452816,0.2373475808878998,0.3255003492305517,-0.6830143382188496,23007.0,1475.0
2022-01-07,SPY,2022-02-11,call,650.0,1.9924246066226898,2.0737480599542284,0.36974006756865097,0.008159515863676522,0.2373475808878998,0.6457736683916984,-1.0662800322813237,11310.0,3312.0
2022-01-07,SPY,2022-02-11,put,610.0,1.9275753933773103,2.006251940045772,-0.29749604824592324,0.007487007498348776,0.2373475808878998,-0.668549859421192,0.5823363589677428,3855.0,2789.0
2022-01-07,SPY,2022-02-11,put,620.0,1.3395753933773105,1.3942519400457722,-0.37813727571685196,0.008217861774758634,0.2373475808878998,-0.3794316445572648,0.20060237649851498,13021.0,3921.0
2022-01-07,SPY,2022-02-11,put,625.0,1.0455753933773104,1.0882519400457722,-0.42031345964228506,0.008450773351395394,0.2373475808878998,-0.21017212364088955,-0.016496389605310597,24905.0,3324.0
2022-01-07,SPY,2022-02-11,put,635.0,1.1104246066226895,1.1557480599542278,-0.5059359319447203,0.008622423370871263,0.2373475808878998,0.14853109909351914,-0.4660451492529464,10702.0,2037.0
2022-01-07,SPY,2022-02-11,put,640.0,1.4044246066226895,1.4617480599542279,-0.5483894369272184,0.008559864986452816,0.2373475808878998,0.3255003492305517,-0.6830143382188496,10914.0,4071.0
2022-01-07,SPY,2022-02-11,put,650.0,1.9924246066226898,2.0737480599542284,-0.630259932431349,0.008159515863676522,0.2373475808878998,0.6457736683916984,-1.0662800322813237,8573.0,843.0
2022-01-08,SPY,2022-02-12,call,610.0,1.9408766741480332,2.020096130235708,0.7041029578425788,0.0074615696555252525,0.23748437396773914,-0.673180998160161,0.5892928563877584,8889.0,123.0
2022-01-08,SPY,2022-02-12,call,620.0,1.3528766741480334,1.4080961302357082,0.6236670946246297,0.008197990951456301,0.23748437396773914,-0.38617468949234396,0.2097769711936492,3368.0,459.0
2022-01-08,SPY,2022-02-12,call,625.0,1.0588766741480333,1.1020961302357082,0.5815671183675489,0.008434607014896546,0.23748437396773914,-0.21769063775466502,-0.006606287815028254,19471.0,3614.0
2022-01-08,SPY,2022-02-12,call,635.0,1.0971233258519668,1.141903869764292,0.4960334677358762,0.008614888785345946,0.23748437396773914,0.1402328029110843,-0.4557299389532073,17661.0,2314.0
2022-01-08,SPY,2022-02-12,call,640.0,1.3911233258519669,1.447903869764292,0.4535905452112103,0.008556953320047925,0.23748437396773914,0.31723746487877413,-0.6730198398724544,18152.0,814.0
2022-01-08,SPY,2022-02-12,call,650.0,1.9791233258519665,2.0599038697642915,0.3716743843364788,0.00816567035482227,0.23748437396773914,0.6384085639247071,-1.0579178536336782,22595.0,2510.0
2022-01-08,SPY,2022-02-12,put,610.0,1.9408766741480332,2.020096130235708,-0.2958970421574212,0.0074615696555252525,0.23748437396773914,-0.673180998160161,0.5892928563877584,23500.0,770.0
2022-01-08,SPY,2022-02-12,put,620.0,1.3528766741480334,1.4080961302357082,-0.37633290537537034,0.008197990951456301,0.23748437396773914,-0.38617468949234396,0.2097769711936492,12835.0,3484.0
2022-01-08,SPY,2022-02-12,put,625.0,1.0588766741480333,1.1020961302357082,-0.41843288163245107,0.008434607014896546,0.23748437396773914,-0.21769063775466502,-0.006606287815028254,12794.0,2236.0
2022-01-08,SPY,2022-02-12,put,635.0,1.0971233258519668,1.141903869764292,-0.5039665322641238,0.008614888785345946,0.23748437396773914,0.1402328029110843,-0.4557299389532073,4822.0,1911.0
2022-01-08,SPY,2022-02-12,put,640.0,1.3911233258519669,1.447903869764292,-0.5464094547887897,0.008556953320047925,0.23748437396773914,0.31723746487877413,-0.6730198398724544,6578.0,1514.0
2022-01-08,SPY,2022-02-12,put,650.0,1.9791233258519665,2.0599038697642915,-0.6283256156635212,0.00816567035482227,0.23748437396773914,0.6384085639247071,-1.0579178536336782,17345.0,3155.0
2022-01-09,SPY,2022-02-13,call,610.0,1.9448446286261625,2.024226042039475,0.7045163938357042,0.007451796519413749,0.23761762114061658,-0.6740507214004408,0.5911320212265374,15494.0,1815.0
2022-01-09,SPY,2022-02-13,call,620.0,1.3568446286261624,1.412226042039475,0.6241684454560859,0.008189099132884346,0.23761762114061658,-0.3878407464745281,0.2123719453641364,24024.0,447.0
2022-01-09,SPY,2022-02-13,call,625.0,1.0628446286261624,1.106226042039475,0.58210689184353,0.008426567272737176,0.23761762114061658,-0.21970992401250297,-0.003719454137437872,9090.0,598.0
2022-01-09,SPY,2022-02-13,call,635.0,1.0931553713738378,1.1377739579605248,0.49663314643215445,0.00860925418253503,0.23761762114061658,0.137701644573676,-0.4525369665726882,9002.0,4809.0
2022-01-09,SPY,2022-02-13,call,640.0,1.3871553713738378,1.4437739579605249,0.4542099407400117,0.008552786556200476,0.23761762114061658,0.31457886214457886,-0.6698398073918214,9663.0,4543.0
2022-01-09,SPY,2022-02-13,call,650.0,1.975155371373838,2.055773957960525,0.3723102809000694,0.008164698579277553,0.23761762114061658,0.6357898262173891,-1.05511361221322,12780.0,3501.0
2022-01-09,SPY,2022-02-13,put,610.0,1.9448446286261625,2.024226042039475,-0.2954836061642958,0.007451796519413749,0.23761762114061658,-0.6740507214004408,0.5911320212265374,11869.0,1336.0
2022-01-09,SPY,2022-02-13,put,620.0,1.3568446286261624,1.412226042039475,-0.37583155454391415,0.008189099132884346,0.23761762114061658,-0.3878407464745281,0.2123719453641364,19294.0,4846.0
2022-01-09,SPY,2022-02-13,put,625.0,1.0628446286261624,1.106226042039475,-0.41789310815646996,0.008426567272737176,0.23761762114061658,-0.21970992401250297,-0.003719454137437872,7177.0,3895.0
2022-01-09,SPY,2022-02-13,put,635.0,1.0931553713738378,1.1377739579605248,-0.5033668535678455,0.00860925418253503,0.23761762114061658,0.137701644573676,-0.4525369665726882,7119.0,3587.0
2022-01-09,SPY,2022-02-13,put,640.0,1.3871553713738378,1.4437739579605249,-0.5457900592599882,0.008552786556200476,0.23761762114061658,0.31457886214457886,-0.6698398073918214,19893.0,2252.0
2022-01-09,SPY,2022-02-13,put,650.0,1.975155371373838,2.055773957960525,-0.6276897190999307,0.008164698579277553,0.23761762114061658,0.6357898262173891,-1.05511361221322,18633.0,1368.0
2022-01-10,SPY,2022-02-14,call,610.0,1.9582139234399918,2.03814102235591,0.7061200923440655,0.007426379674573651,0.23774731418721884,-0.6786729169179606,0.5980624187339613,2717.0,490.0
2022-01-10,SPY,2022-02-14,call,620.0,1.3702139234399917,1.42614102235591,0.6259773994763057,0.008169242317294736,0.23774731418721884,-0.3945789298961484,0.22154108945914466,11617.0,4513.0
2022-01-10,SPY,2022-02-14,call,625.0,1.0762139234399917,1.1201410223559098,0.5839920146380817,0.008410407358269882,0.23774731418721884,-0.22722693360314242,0.006177575220873941,3887.0,2284.0
2022-01-10,SPY,2022-02-14,call,635.0,1.0797860765600082,1.1238589776440902,0.49860708941479476,0.00860170610318714,0.23774731418721884,0.12939518111564494,-0.44218723711986385,17837.0,1019.0
2022-01-10,SPY,2022-02-14,call,640.0,1.3737860765600083,1.4298589776440902,0.45619451118383963,0.008549850862060296,0.23774731418721884,0.3063016808549088,-0.6597964197410376,18263.0,1536.0
2022-01-10,SPY,2022-02-14,call,650.0,1.961786076560008,2.04185897764409,0.3742493574802625,0.008170811353303177,0.23774731418721884,0.6283967968083077,-1.0466753382319705,20369.0,2900.0
2022-01-10,SPY,2022-02-14,put,610.0,1.9582139234399918,2.03814102235591,-0.2938799076559345,0.007426379674573651,0.23774731418721884,-0.6786729169179606,0.5980624187339613,14035.0,892.0
2022-01-10,SPY,2022-02-14,put,620.0,1.3702139234399917,1.42614102235591,-0.3740226005236943,0.008169242317294736,0.23774731418721884,-0.3945789298961484,0.22154108945914466,12009.0,4284.0
2022-01-10,SPY,2022-02-14,put,625.0,1.0762139234399917,1.1201410223559098,-0.4160079853619183,0.008410407358269882,0.23774731418721884,-0.22722693360314242,0.006177575220873941,1272.0,3795.0
2022-01-10,SPY,2022-02-14,put,635.0,1.0797860765600082,1.1238589776440902,-0.5013929105852053,0.00860170610318714,0.23774731418721884,0.12939518111564494,-0.44218723711986385,12724.0,3600.0
2022-01-10,SPY,2022-02-14,put,640.0,1.3737860765600083,1.4298589776440902,-0.5438054888161603,0.008549850862060296,0.23774731418721884,0.3063016808549088,-0.6597964197410376,16851.0,2166.0
2022-01-10,SPY,2022-02-14,put,650.0,1.961786076560008,2.04185897764409,-0.6257506425197374,0.008170811353303177,0.23774731418721884,0.6283967968083077,-1.0466753382319705,8269.0,3140.0
2022-01-11,SPY,2022-02-15,call,610.0,1.9627682026797035,2.0428811905441813,0.7066092115961738,0.0074158087810805105,0.23787344510746788,-0.6797891128270499,0.6002096506008933,4193.0,2924.0
2022-01-11,SPY,2022-02-15,call,620.0,1.3747682026797035,1.430881190544181,0.6265598809834504,0.00815986565746823,0.23787344510746788,-0.3965604056079025,0.2245326009134355,3091.0,3252.0
2022-01-11,SPY,2022-02-15,call,625.0,1.0807682026797036,1.1248811905441811,0.5846142999326317,0.008402059539358403,0.23787344510746788,-0.22958087147659725,0.009486323265289993,16015.0,431.0
2022-01-11,SPY,2022-02-15,call,635.0,1.0752317973202967,1.1191188094558189,0.4992892473410951,0.008596126980798173,0.23787344510746788,0.12652491744510572,-0.4385640934103805,19131.0,2084.0
2022-01-11,SPY,2022-02-15,call,640.0,1.3692317973202965,1.4251188094558187,0.4568950226299958,0.008545914265340905,0.23787344510746788,0.30331824035345917,-0.656202850915675,19842.0,217.0
2022-01-11,SPY,2022-02-15,call,650.0,1.9572317973202966,2.037118809455819,0.3749612788986253,0.008170378798861875,0.23787344510746788,0.6255092912486667,-1.0435258721197358,5142.0,2475.0
2022-01-11,SPY,2022-02-15,put,610.0,1.9627682026797035,2.0428811905441813,-0.29339078840382615,0.0074158087810805105,0.23787344510746788,-0.6797891128270499,0.6002096506008933,5355.0,1656.0
2022-01-11,SPY,2022-02-15,put,620.0,1.3747682026797035,1.430881190544181,-0.3734401190165496,0.00815986565746823,0.23787344510746788,-0.3965604056079025,0.2245326009134355,16786.0,731.0
2022-01-11,SPY,2022-02-15,put,625.0,1.0807682026797036,1.1248811905441811,-0.4153857000673683,0.008402059539358403,0.23787344510746788,-0.22958087147659725,0.009486323265289993,17200.0,525.0
2022-01-11,SPY,2022-02-15,put,635.0,1.0752317973202967,1.1191188094558189,-0.500710752658905,0.008596126980798173,0.23787344510746788,0.12652491744510572,-0.4385640934103805,5039.0,2942.0
2022-01-11,SPY,2022-02-15,put,640.0,1.3692317973202965,1.4251188094558187,-0.5431049773700042,0.008545914265340905,0.23787344510746788,0.30331824035345917,-0.656202850915675,20002.0,861.0
2022-01-11,SPY,2022-02-15,put,650.0,1.9572317973202966,2.037118809455819,-0.6250387211013747,0.008170378798861875,0.23787344510746788,0.6255092912486667,-1.0435258721197358,8059.0,4626.0
2022-01-12,SPY,2022-02-16,call,610.0,1.951473890473906,2.031125886003453,0.7051002388527283,0.007431847018406963,0.23799600612101443,-0.6746487570716231,0.5938137863363079,24750.0,2909.0
2022-01-12,SPY,2022-02-16,call,620.0,1.3634738904739059,1.4191258860034532,0.6249434194625602,0.00816931578028123,0.23799600612101443,-0.39004155687078884,0.21646826184327228,11618.0,1740.0
2022-01-12,SPY,2022-02-16,call,625.0,1.069473890473906,1.1131258860034534,0.5829721632861025,0.008407779556857706,0.23799600612101443,-0.22270197817020337,0.0009930542797416044,15621.0,2958.0
2022-01-12,SPY,2022-02-16,call,635.0,1.086526109526094,1.1308741139965468,0.49765421423360906,0.008594185411053381,0.23799600612101443,0.13339133103003623,-0.4470165769793195,7933.0,123.0
2022-01-12,SPY,2022-02-16,call,640.0,1.380526109526094,1.4368741139965466,0.45529163247684235,0.008540308912588649,0.23799600612101443,0.309825633344727,-0.6642032840119186,4466.0,4793.0
2022-01-12,SPY,2022-02-16,call,650.0,1.968526109526094,2.048874113996547,0.37347004699406405,0.008158358775316095,0.23799600612101443,0.6307208590827067,-1.0499177698810904,10919.0,2416.0
2022-01-12,SPY,2022-02-16,put,610.0,1.951473890473906,2.031125886003453,-0.2948997611472717,0.007431847018406963,0.23799600612101443,-0.6746487570716231,0.5938137863363079,12104.0,3915.0
2022-01-12,SPY,2022-02-16,put,620.0,1.3634738904739059,1.4191258860034532,-0.37505658053743984,0.00816931578028123,0.23799600612101443,-0.39004155687078884,0.21646826184327228,2371.0,422.0
2022-01-12,SPY,2022-02-16,put,625.0,1.069473890473906,1.1131258860034534,-0.41702783671389754,0.008407779556857706,0.23799600612101443,-0.22270197817020337,0.0009930542797416044,7475.0,2438.0
2022-01-12,SPY,2022-02-16,put,635.0,1.086526109526094,1.1308741139965468,-0.5023457857663909,0.008594185411053381,0.23799600612101443,0.13339133103003623,-0.4470165769793195,17041.0,2458.0
